,ALAND,AWATER,CD113FP,CDSESSN,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,LSAD,MTFCC,NAMELSAD,STATEFP,AREA,PERIMETER,COMPACTNESS
202,6510361149,1028247817,11,113,N,1211,28.8585656,-82.2414631,C2,G5200,Congressional District 11,12,0.697123752,5.163818858,0.32853
203,13134737182,186216540,10,113,N,4810,29.9751841,-96.5946084,C2,G5200,Congressional District 10,48,1.245099851,10.20376669,0.15028
204,14259503578,265776577,5,113,N,4505,34.5302045,-81.0107773,C2,G5200,Congressional District 5,45,1.426407148,9.302431259,0.20714
205,19538863715,470645995,3,113,N,103,33.1505639,-85.7002277,C2,G5200,Congressional District 3,1,1.934061508,10.36445348,0.22625
206,1.16442E+11,319698294,3,113,N,3503,36.0098339,-105.8318747,C2,G5200,Congressional District 3,35,11.67102936,20.04715638,0.36493
207,1.78709E+11,4398978644,0,113,N,3800,47.4421698,-100.4608163,C1,G5200,Congressional District (at Large),38,21.83969623,25.18675982,0.43263
208,1.36084E+11,594608607,1,113,N,2001,38.731595,-99.4080367,C2,G5200,Congressional District 1,20,14.16078486,21.0627142,0.40111
209,59666495951,7704275826,7,113,N,5507,45.6989971,-90.6553345,C2,G5200,Congressional District 7,55,7.783613142,19.75186309,0.25071
210,12738707308,7318629196,6,113,N,5506,43.7792439,-88.2744226,C2,G5200,Congressional District 6,55,2.242332412,10.586087,0.25144
211,47134018465,527123721,6,113,N,2906,39.9480143,-93.2935421,C2,G5200,Congressional District 6,29,5.022249539,16.95202452,0.21962
212,72085782429,572980548,11,113,N,4811,31.7322926,-100.0636956,C2,G5200,Congressional District 11,48,6.91530998,21.13713655,0.1945
213,158115998,18885096,98,113,N,1198,38.9041031,-77.017229,C4,G5200,Delegate District (at Large),11,0.018380962,0.684041388,0.49364
214,31758425882,431420441,2,113,N,1902,41.2085154,-92.1491879,C2,G5200,Congressional District 2,19,3.456005328,11.70958096,0.31674
215,16768802969,325253304,6,113,N,4706,36.1947713,-85.778434,C2,G5200,Congressional District 6,47,1.712934497,9.779160871,0.22509
216,27236489311,382253738,18,113,N,1718,40.2271844,-90.0691183,C2,G5200,Congressional District 18,17,2.922647488,12.88793401,0.22112
217,20506254270,180761000,16,113,N,1716,41.3915234,-88.7991966,C2,G5200,Congressional District 16,17,2.227323175,11.0723854,0.2283
218,10727835227,207547598,1,113,N,4701,36.2124803,-82.799933,C2,G5200,Congressional District 1,47,1.09600877,8.00278538,0.21505
219,13988684659,370113647,3,113,N,503,36.1382877,-94.0624489,C2,G5200,Congressional District 3,5,1.435375936,11.35374135,0.13993
220,54379433955,1951181751,2,113,N,4002,35.1433031,-95.4417722,C2,G5200,Congressional District 2,40,5.573154374,16.09789318,0.27025
221,8343983350,77250051,2,113,N,3902,39.0207844,-83.5607916,C2,G5200,Congressional District 2,39,0.875923703,6.989281056,0.22533
222,18686755154,201906140,6,113,N,3906,39.7714087,-81.575039,C2,G5200,Congressional District 6,39,1.985807074,12.98559847,0.14799
223,16452932547,68021698,4,113,N,1804,40.3810879,-86.8594124,C2,G5200,Congressional District 4,18,1.752185701,7.099429361,0.43686
224,4008970917,2197055543,1,113,N,4501,32.7140628,-80.1606245,C2,G5200,Congressional District 1,45,0.596935653,8.682188401,0.09951
225,20883149717,863196561,6,113,N,4506,33.208208,-80.5239865,C2,G5200,Congressional District 6,45,2.103339127,18.25976996,0.07927
226,25240799007,191922432,3,113,N,5403,37.9910775,-81.2184277,C2,G5200,Congressional District 3,54,2.608582148,13.5968897,0.17731
227,10403170984,1922051364,1,113,N,1201,30.6628014,-86.6624661,C2,G5200,Congressional District 1,12,1.160083129,6.430844629,0.3525
228,28779436534,828721401,3,113,N,5503,44.056297,-90.8917476,C2,G5200,Congressional District 3,55,3.3262985,15.86372883,0.1661
229,1982213496,694897112,2,113,N,4402,41.5696012,-71.6155143,C2,G5200,Congressional District 2,44,0.289004169,3.327573238,0.32799
230,16022348889,1096396302,1,113,N,5301,48.3673691,-121.6579571,C2,G5200,Congressional District 1,53,2.078000936,11.53534146,0.19624
231,373290127,340410100,7,113,N,5307,47.578426,-122.3913575,C2,G5200,Congressional District 7,53,0.085328497,1.806485069,0.32858
232,2629163203,2689470831,2,113,N,5302,48.3728481,-122.6259158,C2,G5200,Congressional District 2,53,0.645642044,5.754675385,0.245
233,7827369308,226189512,2,113,N,4502,33.633062,-81.3792888,C2,G5200,Congressional District 2,45,0.782653921,7.72768323,0.1647
234,16246628240,248406583,7,113,N,2907,36.9910613,-93.7063517,C2,G5200,Congressional District 7,29,1.66961481,6.894672714,0.44137
235,15005497549,215828859,13,113,N,1713,39.5156354,-89.5198424,C2,G5200,Congressional District 13,17,1.594229624,10.46712276,0.18285
236,5435558703,7255157541,26,113,N,1226,25.1426313,-81.0277073,C2,G5200,Congressional District 26,12,1.13620694,8.508427274,0.19723
237,5047068135,1398701708,0,113,N,1000,38.9976335,-75.4414957,C1,G5200,Congressional District (at Large),10,0.670223227,4.141637404,0.491
238,39147302440,3339507141,21,113,N,3621,44.0083839,-74.6092313,C2,G5200,Congressional District 21,36,4.769032028,11.76973763,0.43262
239,66913956631,282492726,19,113,N,4819,33.2452902,-101.2097385,C2,G5200,Congressional District 19,48,6.50156016,17.19986918,0.27617
240,37076683449,188626159,4,113,N,2004,37.5544654,-97.7439831,C2,G5200,Congressional District 4,20,3.799408047,11.17858733,0.38208
241,8409173561,128738554,2,113,N,3702,35.445754,-79.2972255,C2,G5200,Congressional District 2,37,0.847608879,9.99390645,0.10664
242,2707726740,56188978,4,113,N,3704,35.6243203,-78.9951446,C2,G5200,Congressional District 4,37,0.275282456,8.451539965,0.04843
243,5906425897,87231418,13,113,N,3713,35.7832281,-78.2131072,C2,G5200,Congressional District 13,37,0.597501513,11.18552989,0.06001
244,57855541212,1049014187,4,113,N,504,34.2195747,-93.2043572,C2,G5200,Congressional District 4,5,5.763872187,16.09590109,0.27957
245,32207117048,1110111822,4,113,N,2204,31.7920472,-93.1796062,C2,G5200,Congressional District 4,22,3.173206124,15.96560694,0.15644
246,1.42552E+11,354192558,1,113,N,401,34.9710133,-110.7259249,C2,G5200,Congressional District 1,4,14.11180513,29.51444947,0.20357
247,27383983115,408906141,1,113,N,2801,34.1975177,-89.0035117,C2,G5200,Congressional District 1,28,2.718443121,10.02256568,0.34007
248,3233881155,72167957,5,113,N,4705,36.1873306,-87.0740252,C2,G5200,Congressional District 5,47,0.331189374,3.804141468,0.28759
249,11163981808,180206530,4,113,N,5104,36.9745621,-77.3068003,C2,G5200,Congressional District 4,51,1.148049451,8.591299999,0.19546
250,86584219250,5041853975,7,113,N,2707,46.5530202,-95.6759048,C2,G5200,Congressional District 7,27,10.76037299,24.93149937,0.21754
251,20556917212,430668319,19,113,N,3619,42.2278105,-74.4256329,C2,G5200,Congressional District 19,36,2.288310546,10.42407861,0.26464
252,23725460000,416329748,7,113,N,4707,35.6333869,-87.8333474,C2,G5200,Congressional District 7,47,2.402346683,11.78356424,0.21742
253,19816368545,308268998,17,113,N,4817,31.1536017,-96.6657676,C2,G5200,Congressional District 17,48,1.903859312,11.27539028,0.18818
254,18379360813,464687692,10,113,N,1310,33.4242062,-83.062309,C2,G5200,Congressional District 10,13,1.826919327,9.221104513,0.27
255,37299409837,757253211,4,113,N,2904,38.2824253,-93.3189947,C2,G5200,Congressional District 4,29,3.918768785,14.70531908,0.22772
256,22563735451,367473619,8,113,N,1308,31.7798073,-83.4515115,C2,G5200,Congressional District 8,13,2.183559443,13.23776822,0.15658
257,51543446737,444730987,8,113,N,2908,37.1941281,-90.9345152,C2,G5200,Congressional District 8,29,5.276042635,14.09053535,0.33394
258,23022928375,569202510,4,113,N,104,34.1181806,-87.2138097,C2,G5200,Congressional District 4,1,2.305466022,12.61886241,0.18194
259,11837020997,372493194,3,113,N,4703,35.7616459,-84.5094443,C2,G5200,Congressional District 3,47,1.216919304,11.51729826,0.11528
260,40075216375,598839546,5,113,N,5305,47.5732049,-117.8675495,C2,G5200,Congressional District 5,53,4.864371834,12.07615679,0.41916
261,11620752439,145907982,9,113,N,1809,38.7829406,-86.2122977,C2,G5200,Congressional District 9,18,1.219979672,6.449623583,0.36855
262,33033558778,342105320,3,113,N,2803,32.0149304,-89.7405887,C2,G5200,Congressional District 3,28,3.186013924,15.88966343,0.15857
263,36631146258,530104677,2,113,N,2002,38.4822777,-95.42464,C2,G5200,Congressional District 2,20,3.837468391,11.62732475,0.35669
264,88362300519,813239064,3,113,N,4003,36.1070688,-98.8397654,C2,G5200,Congressional District 3,40,8.927646374,21.19129114,0.24982
265,58939304720,263236013,4,113,N,1904,42.6286385,-94.6450983,C2,G5200,Congressional District 4,19,6.496969266,14.65752902,0.38001
266,1.74656E+11,1063628584,3,113,N,3103,41.5541465,-100.215927,C2,G5200,Congressional District 3,31,18.96523434,26.91326336,0.32903
267,10300629005,4035382661,1,113,N,2401,38.768471,-75.9588863,C2,G5200,Congressional District 1,24,1.485989693,10.81783505,0.15957
268,1.50372E+11,449819696,23,113,N,4823,30.38921,-102.3267561,C2,G5200,Congressional District 23,48,14.15641312,29.4362732,0.2053
269,3.76963E+11,3868552975,0,113,N,3000,47.0511771,-109.6348174,C1,G5200,Congressional District (at Large),30,45.0788224,36.6524138,0.42167
270,21906539293,520885009,4,113,N,2604,43.7315525,-84.7503993,C2,G5200,Congressional District 4,26,2.505664973,9.142387644,0.37672
271,9973648995,2115948126,3,113,N,4203,41.4076083,-80.0035571,C2,G5200,Congressional District 3,42,1.301997232,8.64329785,0.21901
272,27742619189,213231653,5,113,N,4205,41.3871737,-78.5706769,C2,G5200,Congressional District 5,42,3.009409223,12.35582598,0.24771
273,50661683169,3223054646,1,113,N,4901,40.9611332,-111.3298158,C2,G5200,Congressional District 1,49,5.762725048,16.2534946,0.27412
274,99324226312,767152113,13,113,N,4813,34.8376887,-100.5978721,C2,G5200,Congressional District 13,48,9.865331056,21.95042522,0.2573
275,40280369588,959049858,2,113,N,2802,33.1763295,-90.3508287,C2,G5200,Congressional District 2,28,3.988248597,18.3937694,0.14813
276,25977070020,391685611,5,113,N,5105,37.3323415,-78.723558,C2,G5200,Congressional District 5,51,2.681587474,15.10511199,0.14769
277,29096108771,313037879,5,113,N,2105,37.3688281,-83.5218984,C2,G5200,Congressional District 5,21,2.991586545,12.83769491,0.22811
278,1.03631E+11,2948502514,2,113,N,4902,38.7448593,-112.5524896,C2,G5200,Congressional District 2,49,11.04759307,19.69153721,0.35803
279,16075630296,106625699,6,113,N,1806,39.4752185,-85.3763377,C2,G5200,Congressional District 6,18,1.694143382,6.615634194,0.48643
280,31293387095,1224898319,1,113,N,2101,37.0846029,-87.1849382,C2,G5200,Congressional District 1,21,3.29546321,18.56031171,0.12021
281,18924247482,1443501703,3,113,N,1203,29.8346239,-82.7358289,C2,G5200,Congressional District 3,12,1.901260028,8.134933881,0.36103
282,20354456413,976908750,1,113,N,4801,31.9516781,-94.552046,C2,G5200,Congressional District 1,48,2.034997292,11.22019694,0.20313
283,1.96349E+11,3379924670,0,113,N,4600,44.4467957,-100.2381762,C1,G5200,Congressional District (at Large),46,22.57847249,23.87729788,0.49766
284,15358604963,105001234,6,113,N,5106,38.136543,-79.1992544,C2,G5200,Congressional District 6,51,1.589090156,11.14175974,0.16086
285,15962711526,1123199017,7,113,N,3707,34.6883051,-78.319958,C2,G5200,Congressional District 7,37,1.680915853,13.01323996,0.12473
286,20771452122,121073250,2,113,N,5402,38.8387542,-80.1737613,C2,G5200,Congressional District 2,54,2.167666264,17.10851069,0.09306
287,31206325057,228522101,1,113,N,1901,42.5277596,-91.8961228,C2,G5200,Congressional District 1,19,3.444208166,12.84740483,0.26222
288,3554158340,35993047,10,113,N,5110,39.0758983,-77.8564837,C2,G5200,Congressional District 10,51,0.3737543,6.273780738,0.11933
289,22996514705,249291064,1,113,N,3101,41.3744593,-96.8286623,C2,G5200,Congressional District 1,31,2.502153565,10.12862754,0.30649
290,4137752900,62507771,14,113,N,1714,42.0255473,-88.4458531,C2,G5200,Congressional District 14,17,0.456632185,5.996770552,0.15957
291,38062217044,353575550,15,113,N,1715,38.9051792,-88.4421295,C2,G5200,Congressional District 15,17,3.990058832,15.44804022,0.21011
292,981025165,27386196,6,113,N,1706,42.1751022,-88.2198781,C2,G5200,Congressional District 6,17,0.109628443,3.584997922,0.10719
293,776382313,31789983,10,113,N,1710,42.2800078,-87.9399324,C2,G5200,Congressional District 10,17,0.088203527,2.463272458,0.18267
295,16254255149,176459127,1,113,N,5401,39.3819864,-80.2684972,C2,G5200,Congressional District 1,54,1.717621723,12.46130459,0.139
296,31013418553,540559542,1,113,N,2701,43.8989394,-93.7117418,C2,G5200,Congressional District 1,27,3.534052359,12.9166837,0.26618
297,18087442262,5595375166,3,113,N,2203,29.9296153,-92.4423609,C2,G5200,Congressional District 3,22,2.213158197,9.572756162,0.30349
298,540927558,955511368,27,113,N,1227,25.5727818,-80.3060604,C2,G5200,Congressional District 27,12,0.134412131,1.974219868,0.43337
299,274632109,37057792,24,113,N,1224,25.9071014,-80.2191263,C2,G5200,Congressional District 24,12,0.028078962,1.117662333,0.28247
300,433819629,300139663,23,113,N,1223,26.0736056,-80.3460073,C2,G5200,Congressional District 23,12,0.066166855,1.8861653,0.23372
301,8374071302,388342646,25,113,N,1225,26.0949636,-81.066902,C2,G5200,Congressional District 25,12,0.790977841,5.641260563,0.31234
302,2370620243,16857158,19,113,N,619,37.1863813,-121.5316344,C2,G5200,Congressional District 19,6,0.242339868,3.801963559,0.21068
303,478834743,23119253,17,113,N,617,37.4440305,-121.9673477,C2,G5200,Congressional District 17,6,0.051105644,1.626727136,0.24269
304,1749408506,51351847,1,113,N,901,41.9284627,-73.0173833,C2,G5200,Congressional District 1,9,0.195113058,3.776459995,0.17192
305,773902213,14146990,6,113,N,1306,34.0130473,-84.3456797,C2,G5200,Congressional District 6,13,0.076910429,1.904029595,0.26659
306,2774570570,69104325,11,113,N,1311,34.1804322,-84.6514936,C2,G5200,Congressional District 11,13,0.278113735,3.583814748,0.27211
307,23605440743,1212149826,3,113,N,5303,46.270751,-122.2621597,C2,G5200,Congressional District 3,53,2.89452683,11.75421754,0.26327
308,1206323590,37446167,2,113,N,2902,38.6029696,-90.5323369,C2,G5200,Congressional District 2,29,0.128626373,2.856819549,0.19805
309,4537623442,1709473053,8,113,N,1208,28.1646486,-80.6989059,C2,G5200,Congressional District 8,12,0.573954452,4.140824053,0.42064
310,3505394140,162166823,18,113,N,3618,41.4116573,-74.0809815,C2,G5200,Congressional District 18,36,0.394962758,4.090989403,0.29656
311,1962752171,76026225,3,113,N,2503,42.5895154,-71.5728279,C2,G5200,Congressional District 3,25,0.223582535,3.635407285,0.21259
312,686616789,58507126,5,113,N,2505,42.3553663,-71.2984404,C2,G5200,Congressional District 5,25,0.081421012,2.541021228,0.15846
313,162421640,97472876,7,113,N,2507,42.3166876,-71.009442,C2,G5200,Congressional District 7,25,0.028383264,2.226678386,0.07194
314,1364317992,864176347,6,113,N,2506,42.6171124,-70.8853911,C2,G5200,Congressional District 6,25,0.244514378,2.871214199,0.37272
315,906588892,51956591,1,113,N,3401,39.7919878,-75.0580299,C2,G5200,Congressional District 1,34,0.100792793,2.235560581,0.25343
316,3931188704,41640075,4,113,N,4204,39.9218557,-76.9116159,C2,G5200,Congressional District 4,42,0.418551692,3.812968544,0.36177
317,20212509725,154646798,15,113,N,4815,27.7500112,-98.2634106,C2,G5200,Congressional District 15,48,1.864641092,13.65490695,0.12567
318,250678453,127248031,13,113,N,613,37.7789619,-122.2392482,C2,G5200,Congressional District 13,6,0.038650879,1.154595534,0.36434
319,672237317,827583987,14,113,N,614,37.5746731,-122.4947931,C2,G5200,Congressional District 14,6,0.152972457,2.6954825,0.26458
320,100994762,211586152,12,113,N,612,37.7855141,-122.4340005,C2,G5200,Congressional District 12,6,0.031971201,1.077447427,0.34608
321,3917538122,979477583,18,113,N,1218,27.1383614,-80.3794999,C2,G5200,Congressional District 18,12,0.445810484,3.425851387,0.47733
322,332510036,2454694635,4,113,N,5504,42.9084156,-87.8433801,C2,G5200,Congressional District 4,55,0.307801156,3.423118011,0.33009
323,13063622655,494908376,5,113,N,4805,32.2257951,-95.7316676,C2,G5200,Congressional District 5,48,1.297180239,11.2135757,0.12963
324,25635937518,100592676,23,113,N,623,35.6106838,-118.5390568,C2,G5200,Congressional District 23,6,2.560397156,12.86884116,0.19428
325,4482813369,319022596,5,113,N,605,38.5158063,-122.4625595,C2,G5200,Congressional District 5,6,0.495998351,6.159437082,0.16429
326,680557173,23270221,24,113,N,4824,32.9194727,-97.0127238,C2,G5200,Congressional District 24,48,0.067847746,2.016678063,0.20964
327,548959323,16596613,33,113,N,4833,32.7564438,-97.1069479,C2,G5200,Congressional District 33,48,0.054419115,3.943247681,0.04398
328,3732592770,86677568,12,113,N,4812,32.821179,-97.6645106,C2,G5200,Congressional District 12,48,0.3677526,4.526264707,0.22557
329,2349874557,191504946,26,113,N,4826,33.1846148,-97.1341729,C2,G5200,Congressional District 26,48,0.245736948,2.5806254,0.46369
330,2567538834,83804811,5,113,N,3405,41.1862499,-74.8281358,C2,G5200,Congressional District 5,34,0.284006805,4.176390169,0.20461
331,1961237686,33331660,3,113,N,2003,38.8950035,-94.7906431,C2,G5200,Congressional District 3,20,0.2070944,2.306679717,0.48911
332,6283986696,702410449,20,113,N,1220,26.5089242,-80.677096,C2,G5200,Congressional District 20,12,0.632583948,6.059614525,0.21649
333,675505315,9098541,21,113,N,1221,26.4686927,-80.2113006,C2,G5200,Congressional District 21,12,0.061968621,1.708845249,0.26667
334,447651168,483793833,22,113,N,1222,26.4032877,-80.0777882,C2,G5200,Congressional District 22,12,0.084261789,2.813434557,0.13377
335,2330114043,619985969,3,113,N,3403,39.8989216,-74.4763738,C2,G5200,Congressional District 3,34,0.310674892,4.492380676,0.19345
336,480886632,97647130,14,113,N,2614,42.3892242,-82.9218407,C2,G5200,Congressional District 14,26,0.063328571,2.880234078,0.09593
338,475509071,13332117,9,113,N,2609,42.5296604,-83.0547224,C2,G5200,Congressional District 9,26,0.053563318,1.973828901,0.17277
339,51982535473,457363310,3,113,N,4903,38.6967618,-110.2164,C2,G5200,Congressional District 3,49,5.429708239,18.33811399,0.2029
340,453551313,11099907,6,113,N,606,38.5940335,-121.4797679,C2,G5200,Congressional District 6,6,0.04804657,1.74390716,0.19853
341,517193241,1486622,20,113,N,4820,29.4743174,-98.6224612,C2,G5200,Congressional District 20,48,0.048246039,1.825173928,0.182
342,1537876856,19731123,35,113,N,4835,29.9155235,-97.884094,C2,G5200,Congressional District 35,48,0.145513199,5.83286924,0.05375
343,2267142039,823827525,16,113,N,1216,27.306261,-82.4262015,C2,G5200,Congressional District 16,12,0.281822458,2.752498114,0.46745
344,1067686150,18402072,12,113,N,3412,40.3742054,-74.573851,C2,G5200,Congressional District 12,34,0.115167615,3.022033204,0.15847
345,73264628,39869598,14,113,N,3614,40.8095243,-73.8368463,C2,G5200,Congressional District 14,36,0.012074529,0.824130038,0.2234
346,77137240,661088,6,113,N,3606,40.7347867,-73.8235495,C2,G5200,Congressional District 6,36,0.008293681,0.560547355,0.33169
347,76824024,44947565,8,113,N,3608,40.621438,-73.9110774,C2,G5200,Congressional District 8,36,0.012959784,0.940532102,0.1841
348,3189337715,81986737,20,113,N,3620,42.7488819,-73.9883663,C2,G5200,Congressional District 20,36,0.35968135,3.700499973,0.33007
349,1203479456,4312184662,9,113,N,3909,41.4032532,-82.5481185,C2,G5200,Congressional District 9,39,0.595837102,6.22752082,0.19307
350,12410163991,870586182,51,113,N,651,32.9962393,-115.5254278,C2,G5200,Congressional District 51,6,1.281285821,8.536431988,0.22095
351,6605415627,374239044,4,113,N,4904,39.8793168,-111.8444529,C2,G5200,Congressional District 4,49,0.734854008,6.241077692,0.23708
352,787830666,253099129,3,113,N,2403,39.1572215,-76.6768633,C2,G5200,Congressional District 3,24,0.10848123,6.512560623,0.03214
353,903592549,440553866,2,113,N,2402,39.3395121,-76.42877,C2,G5200,Congressional District 2,24,0.140435109,5.33284666,0.06205
354,17878050853,5090681474,6,113,N,5306,47.6388468,-123.550926,C2,G5200,Congressional District 6,53,2.749973503,8.626478022,0.46438
355,2996716502,624528889,1,113,N,1801,41.4970344,-87.1798166,C2,G5200,Congressional District 1,18,0.390500848,2.95792979,0.56086
356,9187084777,4066985512,6,113,N,2606,42.1640521,-86.1560519,C2,G5200,Congressional District 6,26,1.444025,5.904364201,0.52052
357,475268277,107378630,9,113,N,5309,47.457524,-122.2583062,C2,G5200,Congressional District 9,53,0.069499335,2.349339432,0.15823
358,2141132056,233434409,10,113,N,5310,47.041722,-122.7558152,C2,G5200,Congressional District 10,53,0.281054136,3.931628748,0.22848
359,16092719806,11222216505,2,113,N,1502,19.809767,-155.5061027,C2,G5200,Congressional District 2,15,2.373809429,21.18502111,0.06647
360,33546699649,4122288170,2,113,N,602,40.0940587,-123.4649741,C2,G5200,Congressional District 2,6,3.979685639,16.59251195,0.18165
361,21200434641,376934988,12,113,N,1312,32.4133308,-82.2238419,C2,G5200,Congressional District 12,13,2.068527011,11.99539467,0.18065
362,1228674847,22137657,6,113,N,806,39.7550881,-104.7653511,C2,G5200,Congressional District 6,8,0.131493366,3.841121807,0.11199
363,5051081987,102061410,6,113,N,2406,39.5376137,-78.8843351,C2,G5200,Congressional District 6,24,0.539612245,9.784601399,0.07083
364,41863748,2716271,7,113,N,3607,40.6909358,-73.91057,C2,G5200,Congressional District 7,36,0.004749183,0.80631343,0.0918
365,38314960,7148864,12,113,N,3612,40.7500246,-73.9512635,C2,G5200,Congressional District 12,36,0.004847759,0.445186785,0.30737
366,36938189,22765802,10,113,N,3610,40.7020688,-74.0072095,C2,G5200,Congressional District 10,36,0.006361225,0.914151449,0.09566
367,26582253,7034522,13,113,N,3613,40.838764,-73.9330348,C2,G5200,Congressional District 13,36,0.003589352,0.390621621,0.29561
368,2568926211,4676013792,2,113,N,5102,37.4077643,-75.8875288,C2,G5200,Congressional District 2,51,0.737345036,6.683303945,0.20744
369,12273799802,99685003,15,113,N,3915,39.5778602,-82.7562053,C2,G5200,Congressional District 15,39,1.29712304,10.8882788,0.13749
370,19516651735,236192077,2,113,N,802,40.1377184,-105.7097247,C2,G5200,Congressional District 2,8,2.087713548,10.80440792,0.22474
371,270668869,16683,1,113,N,3201,36.1335125,-115.1514997,C2,G5200,Congressional District 1,32,0.027102984,0.782221742,0.55663
372,7377828122,103659761,3,113,N,3203,35.6631939,-115.1539667,C2,G5200,Congressional District 3,32,0.745345643,4.761847817,0.41306
373,614216050,12672770,3,113,N,1703,41.6789774,-87.8919745,C2,G5200,Congressional District 3,17,0.067785296,2.328240189,0.15714
374,247897144,1645493,5,113,N,1705,41.9303655,-87.830902,C2,G5200,Congressional District 5,17,0.027088258,1.942547953,0.09021
375,727673674,14266224,11,113,N,1711,41.6427983,-88.1459487,C2,G5200,Congressional District 11,17,0.080183402,2.947850029,0.11595
376,532386518,10735637,8,113,N,1708,42.0096662,-88.0966439,C2,G5200,Congressional District 8,17,0.059026156,2.475924906,0.121
377,6323638654,2552515277,14,113,N,4814,29.4337172,-94.8926947,C2,G5200,Congressional District 14,48,0.825298967,8.203222274,0.15412
378,12893284444,304897216,2,113,N,502,35.0995653,-92.3795106,C2,G5200,Congressional District 2,5,1.304648682,8.253771586,0.24066
379,543389293,934520040,98,113,N,6698,13.4382959,144.7729279,C4,G5200,Delegate District (at Large),66,0.123358513,1.585875902,0.61637
380,567556586,35634529,26,113,N,3626,42.9618255,-78.8409831,C2,G5200,Congressional District 26,36,0.066546518,1.496420588,0.37345
381,1044308425,71693121,12,113,N,2612,42.2051522,-83.4498411,C2,G5200,Congressional District 12,26,0.121666951,2.711402949,0.20797
382,202992164,76380005,16,113,N,3616,40.9397352,-73.791088,C2,G5200,Congressional District 16,36,0.029873671,1.004753623,0.37186
383,37651331,6368722,15,113,N,3615,40.824067,-73.8911572,C2,G5200,Congressional District 15,36,0.004698978,0.330046252,0.54208
384,1263978608,15278057,7,113,N,2407,39.2885921,-76.9957875,C2,G5200,Congressional District 7,24,0.133773969,4.386312657,0.08737
385,5579760335,136918039,31,113,N,4831,30.8288177,-97.5354116,C2,G5200,Congressional District 31,48,0.539000389,3.865389154,0.45333
386,17827585874,3689047497,24,113,N,624,34.9196335,-120.112845,C2,G5200,Congressional District 24,6,2.122595315,12.07898148,0.18282
387,991035727,149811741,17,113,N,3617,41.1595319,-73.9193555,C2,G5200,Congressional District 17,36,0.122388565,1.841557239,0.4535
388,40225029,549420,9,113,N,3609,40.6421839,-73.9472006,C2,G5200,Congressional District 9,36,0.00434075,0.427886351,0.29793
389,7219207738,43666640,50,113,N,650,33.1135481,-116.6225898,C2,G5200,Congressional District 50,6,0.701653928,6.330950126,0.21999
390,691516972,296846334,52,113,N,652,32.85722,-117.1653592,C2,G5200,Congressional District 52,6,0.095199612,3.167436205,0.11924
391,350758370,6842063,53,113,N,653,32.7183139,-117.0314815,C2,G5200,Congressional District 53,6,0.034395661,1.680616246,0.15303
392,478755545,5465706,13,113,N,2613,42.3803814,-83.312553,C2,G5200,Congressional District 13,26,0.052885008,1.930713776,0.17828
393,583690065,27124954,1,113,N,2901,38.728386,-90.2962282,C2,G5200,Congressional District 1,29,0.063276049,1.728779469,0.26605
394,2798895151,25511386,2,113,N,1702,41.2562081,-87.7901148,C2,G5200,Congressional District 2,17,0.303463466,3.24743477,0.36161
395,1017029607,25629575,7,113,N,1307,34.0401993,-84.0829561,C2,G5200,Congressional District 7,13,0.101796977,2.237086712,0.25561
396,541575618,456528194,1,113,N,1501,21.3226396,-157.9059542,C2,G5200,Congressional District 1,15,0.086894656,1.678911133,0.38739
397,2926082519,15295331,10,113,N,3910,39.7013625,-83.9586952,C2,G5200,Congressional District 10,39,0.308890991,3.344534545,0.34701
398,1330400058,167358814,7,113,N,1207,28.7257089,-81.2196197,C2,G5200,Congressional District 7,12,0.13834705,2.86869738,0.21126
399,669229728,2196596,1,113,N,1701,41.545009,-87.8358234,C2,G5200,Congressional District 1,17,0.072452527,2.759135874,0.1196
400,1830960127,49376516,8,113,N,4208,40.3360801,-75.1511555,C2,G5200,Congressional District 8,42,0.199274922,2.657187555,0.35466
401,1840139990,3787082,16,113,N,4816,31.910803,-106.3104239,C2,G5200,Congressional District 16,48,0.175712709,2.020377156,0.54094
402,2675455889,62353919,22,113,N,4822,29.510739,-95.6773912,C2,G5200,Congressional District 22,48,0.254767836,4.72907552,0.14315
403,429155783,5264949,9,113,N,4809,29.6454702,-95.494207,C2,G5200,Congressional District 9,48,0.040475171,1.830245803,0.15184
404,352114654,5012015,30,113,N,630,34.2018725,-118.546956,C2,G5200,Congressional District 30,6,0.034931979,1.528085893,0.18799
405,4378561506,30962112,25,113,N,625,34.58806,-118.2802687,C2,G5200,Congressional District 25,6,0.433261542,5.007195985,0.21716
406,2432341531,807090427,26,113,N,626,34.1670228,-119.1299548,C2,G5200,Congressional District 26,6,0.316745685,4.664221954,0.18296
407,747495886,489617618,33,113,N,633,34.046991,-118.783251,C2,G5200,Congressional District 33,6,0.120705616,2.852489689,0.18642
408,786979857,4896770,7,113,N,1807,39.7468732,-86.1390065,C2,G5200,Congressional District 7,18,0.083214011,1.437837107,0.50581
409,484452903,10450235,29,113,N,4829,29.6881608,-95.1998072,C2,G5200,Congressional District 29,48,0.046172122,2.580827958,0.08711
410,419801741,3141566,7,113,N,4807,29.7241654,-95.5003071,C2,G5200,Congressional District 7,48,0.039463002,1.924741253,0.13386
411,609245619,4509645,18,113,N,4818,29.81855,-95.253575,C2,G5200,Congressional District 18,48,0.057320656,2.995580994,0.08027
